date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,year,date,month,hour
2013-03-10 06:00:00,0,137,86,0,0,2,2,274.19,0.0,0.0,90,6,13,704,2013,10,3,6
2013-03-10 09:00:00,0,283,86,2,360,3,3,274.66,0.0,0.0,90,5,17,2177,2013,10,3,9
2013-03-10 10:00:00,0,262,79,3,30,8,8,274.79,0.0,0.0,90,5,17,2919,2013,10,3,10
2013-03-10 12:00:00,0,103,74,5,30,4,4,275.28,0.0,0.0,90,2,11,4072,2013,10,3,12
2013-03-10 13:00:00,0,166,64,5,30,4,4,275.35,0.0,0.0,90,6,18,4112,2013,10,3,13
2013-03-10 15:00:00,0,109,63,3,30,6,6,275.63,0.0,0.0,90,6,13,4230,2013,10,3,15
2013-03-10 18:00:00,0,242,74,4,360,3,3,275.49,0.0,0.0,90,5,17,3590,2013,10,3,18
2013-03-10 19:00:00,0,40,74,5,10,7,7,275.36,0.0,0.0,90,6,13,2743,2013,10,3,19
2013-03-10 21:00:00,0,166,79,3,320,3,3,274.98,0.0,0.0,90,6,13,3283,2013,10,3,21
2013-03-10 22:00:00,0,207,73,3,330,2,2,274.83,0.0,0.0,90,5,17,2462,2013,10,3,22
2013-03-10 23:00:00,0,97,63,4,330,9,9,274.67,0.0,0.0,90,3,5,1070,2013,10,3,23
2013-03-11 00:00:00,0,258,47,5,330,7,7,274.74,0.0,0.0,90,6,13,508,2013,11,3,0
2013-03-11 01:00:00,0,271,51,3,310,6,6,274.59,0.0,0.0,90,6,13,362,2013,11,3,1
2013-03-11 04:00:00,0,145,64,2,290,2,2,274.38,0.0,0.0,90,2,11,721,2013,11,3,4
2013-03-11 05:00:00,0,120,69,2,280,1,1,274.16,0.0,0.0,90,1,19,2338,2013,11,3,5
2013-03-11 06:00:00,0,53,69,2,290,4,4,274.16,0.0,0.0,90,1,19,5230,2013,11,3,6
2013-03-11 07:00:00,0,220,69,3,270,2,2,274.24,0.0,0.0,90,1,19,6607,2013,11,3,7
2013-03-11 09:00:00,0,256,69,3,300,4,4,274.16,0.0,0.0,90,5,17,4750,2013,11,3,9
2013-03-11 10:00:00,0,241,74,3,290,5,5,274.22,0.0,0.0,90,8,10,4129,2013,11,3,10
2013-03-11 12:00:00,0,179,74,3,290,6,6,274.24,0.0,0.0,90,1,19,4552,2013,11,3,12
2013-03-11 14:00:00,0,243,74,3,280,4,4,274.17,0.0,0.0,90,1,19,5054,2013,11,3,14
2013-03-11 15:00:00,0,17,74,2,290,2,2,273.81,0.0,0.0,90,1,19,5589,2013,11,3,15
2013-03-11 16:00:00,0,109,74,2,270,7,7,273.77,0.0,0.0,90,1,19,6330,2013,11,3,16
2013-03-11 18:00:00,0,262,85,2,310,5,5,273.29,0.0,0.0,90,1,19,4182,2013,11,3,18
2013-03-11 19:00:00,0,291,86,2,288,2,2,273.02,0.0,0.0,90,1,19,3075,2013,11,3,19
2013-03-11 21:00:00,0,197,73,0,0,5,5,272.36,0.0,0.0,90,1,19,2221,2013,11,3,21
2013-03-11 22:00:00,0,132,73,0,0,3,3,272.38,0.0,0.0,90,1,19,1717,2013,11,3,22
2013-03-11 23:00:00,0,141,63,0,0,2,2,271.97,0.0,0.0,90,1,19,997,2013,11,3,23
2013-03-12 02:00:00,0,245,63,1,260,5,5,271.16,0.0,0.0,90,1,19,258,2013,12,3,2
2013-03-12 03:00:00,0,230,59,1,220,2,2,271.01,0.0,0.0,90,1,19,321,2013,12,3,3
2013-03-12 04:00:00,0,71,55,3,240,5,5,270.68,0.0,0.0,90,1,19,755,2013,12,3,4
2013-03-12 06:00:00,0,187,55,2,250,8,8,270.21,0.0,0.0,90,1,19,5591,2013,12,3,6
2013-03-12 09:00:00,0,229,59,3,250,6,6,269.88,0.0,0.0,90,1,19,5013,2013,12,3,9
2013-03-12 10:00:00,0,180,55,2,250,3,3,269.91,0.0,0.0,90,1,19,4352,2013,12,3,10
2013-03-12 12:00:00,0,91,64,2,250,5,5,270.59,0.0,0.0,90,1,19,4917,2013,12,3,12
2013-03-12 13:00:00,0,23,64,0,0,8,8,270.83,0.0,0.0,90,1,19,5051,2013,12,3,13
2013-03-12 15:00:00,0,279,74,0,0,4,4,271.48,0.0,0.0,90,1,19,5702,2013,12,3,15
2013-03-12 16:00:00,0,63,59,1,250,4,4,271.69,0.0,0.0,90,8,10,6558,2013,12,3,16
2013-03-12 18:00:00,0,140,59,1,250,7,7,271.8,0.0,0.0,90,1,19,4700,2013,12,3,18
2013-03-12 21:00:00,0,107,59,2,260,5,5,270.27,0.0,0.0,40,1,24,3356,2013,12,3,21
2013-03-12 22:00:00,0,210,68,1,270,9,9,269.83,0.0,0.0,75,1,2,3271,2013,12,3,22
2013-03-13 00:00:00,0,270,68,1,270,8,8,268.21,0.0,0.0,40,1,24,632,2013,13,3,0
2013-03-13 01:00:00,0,230,68,2,270,9,9,267.6,0.0,0.0,1,0,27,368,2013,13,3,1
2013-03-13 04:00:00,0,14,68,2,270,8,8,267.88,0.0,0.0,90,1,19,774,2013,13,3,4
2013-03-13 07:00:00,0,126,74,0,0,4,4,267.91,0.0,0.0,90,8,10,6850,2013,13,3,7
2013-03-13 09:00:00,0,201,68,0,0,9,9,267.67,0.0,0.0,90,1,19,5201,2013,13,3,9
2013-03-13 10:00:00,0,125,68,0,0,6,6,268.33,0.0,0.0,75,1,2,4784,2013,13,3,10
2013-03-13 12:00:00,0,245,92,0,0,1,1,269.95,0.0,0.0,90,8,10,4969,2013,13,3,12
2013-03-13 13:00:00,0,60,92,0,0,1,1,270.28,0.0,0.0,90,8,10,5188,2013,13,3,13
2013-03-13 15:00:00,0,22,79,0,0,9,9,270.77,0.0,0.0,90,8,10,5774,2013,13,3,15
2013-03-13 16:00:00,0,227,63,0,0,9,9,271.1,0.0,0.0,90,1,19,6486,2013,13,3,16
2013-03-13 18:00:00,0,77,47,0,0,3,3,270.54,0.0,0.0,75,8,10,4628,2013,13,3,18
2013-03-13 19:00:00,0,240,40,0,0,7,7,270.31,0.0,0.0,90,1,19,3431,2013,13,3,19
2013-03-13 21:00:00,0,101,40,0,0,2,2,269.28,0.0,0.0,1,0,27,2460,2013,13,3,21
2013-03-13 22:00:00,0,113,41,1,230,3,3,268.69,0.0,0.0,40,1,24,1753,2013,13,3,22
2013-03-14 00:00:00,0,87,41,2,220,6,6,267.01,0.0,0.0,1,0,27,658,2013,14,3,0
2013-03-14 01:00:00,0,111,47,1,240,3,3,266.19,0.0,0.0,1,0,27,331,2013,14,3,1
2013-03-14 03:00:00,0,270,44,0,0,1,1,265.29,0.0,0.0,1,0,27,340,2013,14,3,3
2013-03-14 04:00:00,0,235,44,0,0,8,8,264.73,0.0,0.0,1,0,27,771,2013,14,3,4
2013-03-14 06:00:00,0,184,51,0,0,3,3,263.29,0.0,0.0,1,0,27,4336,2013,14,3,6
2013-03-14 07:00:00,0,97,51,0,0,7,7,262.78,0.0,0.0,1,0,27,4423,2013,14,3,7
2013-03-14 09:00:00,0,127,51,0,0,7,7,262.35,0.0,0.0,1,0,27,5615,2013,14,3,9
2013-03-14 10:00:00,0,289,59,2,230,5,5,264.22,0.0,0.0,1,0,27,4580,2013,14,3,10
2013-03-14 12:00:00,0,150,63,0,0,8,8,268.45,0.0,0.0,1,0,27,4759,2013,14,3,12
2013-03-14 13:00:00,0,122,74,0,0,8,8,269.68,0.0,0.0,1,0,27,5083,2013,14,3,13
2013-03-14 15:00:00,0,258,79,0,0,7,7,272.64,0.0,0.0,20,1,4,5718,2013,14,3,15
2013-03-14 18:00:00,0,98,79,0,0,9,9,272.11,0.0,0.0,1,0,27,4524,2013,14,3,18
2013-03-14 19:00:00,0,229,79,0,0,4,4,271.18,0.0,0.0,1,0,27,3461,2013,14,3,19
2013-03-14 21:00:00,0,60,85,0,0,2,2,269.15,0.0,0.0,1,0,27,3751,2013,14,3,21
2013-03-14 22:00:00,0,184,92,0,0,7,7,268.73,0.0,0.0,1,0,27,3350,2013,14,3,22
2013-03-15 00:00:00,0,218,92,0,0,8,8,268.64,0.0,0.0,40,1,24,786,2013,15,3,0
2013-03-15 01:00:00,0,126,85,0,0,6,6,268.84,0.0,0.0,90,1,19,459,2013,15,3,1
2013-03-15 03:00:00,0,95,79,0,0,3,3,269.11,0.0,0.0,90,1,19,356,2013,15,3,3
2013-03-15 04:00:00,0,144,79,0,0,6,6,269.05,0.0,0.0,90,8,30,739,2013,15,3,4
2013-03-15 07:00:00,0,275,59,2,90,1,1,268.68,0.0,0.0,90,8,10,5664,2013,15,3,7
2013-03-15 09:00:00,0,172,48,3,130,7,7,269.42,0.0,0.0,90,5,17,4631,2013,15,3,9
2013-03-15 10:00:00,0,136,52,2,160,9,9,270.84,0.0,0.0,75,4,7,4492,2013,15,3,10
2013-03-15 12:00:00,0,126,41,2,110,5,5,274.41,0.0,0.0,20,1,4,5147,2013,15,3,12
2013-03-15 15:00:00,0,146,48,2,100,5,5,276.85,0.0,0.0,40,1,24,5803,2013,15,3,15
2013-03-15 16:00:00,0,265,52,0,0,2,2,277.2,0.0,0.0,90,1,19,6289,2013,15,3,16
2013-03-15 18:00:00,0,273,52,1,170,7,7,277.09,0.0,0.0,1,0,27,4700,2013,15,3,18
2013-03-15 19:00:00,0,231,44,0,0,4,4,276.16,0.0,0.0,1,0,27,3358,2013,15,3,19
2013-03-15 21:00:00,0,159,69,0,0,7,7,273.96,0.0,0.0,1,0,27,2602,2013,15,3,21
2013-03-15 22:00:00,0,245,64,1,140,1,1,273.06,0.0,0.0,1,0,27,2231,2013,15,3,22
2013-03-16 00:00:00,0,177,69,1,130,8,8,271.9,0.0,0.0,1,0,27,2372,2013,16,3,0
2013-03-16 01:00:00,0,78,69,0,0,8,8,271.88,0.0,0.0,1,0,27,815,2013,16,3,1
2013-03-16 03:00:00,0,218,80,0,0,2,2,272.11,0.0,0.0,90,1,19,410,2013,16,3,3
2013-03-16 04:00:00,0,61,80,0,0,3,3,272.34,0.0,0.0,40,1,24,369,2013,16,3,4
2013-03-16 06:00:00,0,276,86,0,0,5,5,272.63,0.0,0.0,90,6,13,1329,2013,16,3,6
2013-03-16 07:00:00,0,22,74,2,150,1,1,272.72,0.0,0.0,90,5,17,2224,2013,16,3,7
2013-03-16 09:00:00,0,246,74,1,140,4,4,272.87,0.0,0.0,90,5,17,3570,2013,16,3,9
2013-03-16 10:00:00,0,287,74,2,150,5,5,273.11,0.0,0.0,90,5,17,4108,2013,16,3,10
2013-03-16 12:00:00,0,229,61,3,150,6,6,273.46,0.0,0.0,90,8,10,4815,2013,16,3,12
2013-03-16 13:00:00,0,101,66,3,150,4,4,273.79,0.0,0.0,90,5,17,5155,2013,16,3,13
2013-03-16 15:00:00,0,275,65,3,120,2,2,273.96,0.0,0.0,90,8,10,4905,2013,16,3,15
2013-03-16 16:00:00,0,177,75,2,120,3,3,273.99,0.0,0.0,90,1,19,4969,2013,16,3,16
2013-03-16 18:00:00,0,67,75,2,130,3,3,273.28,0.0,0.0,90,8,10,4386,2013,16,3,18
2013-03-16 19:00:00,0,98,75,3,140,8,8,272.4,0.0,0.0,90,8,10,3572,2013,16,3,19
2013-03-16 21:00:00,0,130,75,4,140,9,9,270.88,0.0,0.0,90,8,10,3620,2013,16,3,21
2013-03-16 22:00:00,0,275,70,5,140,1,1,270.26,0.0,0.0,90,8,10,2919,2013,16,3,22
2013-03-17 00:00:00,0,98,70,5,150,9,9,268.95,0.0,0.0,90,5,17,1579,2013,17,3,0
2013-03-17 01:00:00,0,81,93,3,150,4,4,268.49,0.0,0.0,97,1,19,1049,2013,17,3,1
2013-03-17 03:00:00,0,179,93,6,160,4,4,267.5,0.0,0.0,90,1,19,402,2013,17,3,3
2013-03-17 04:00:00,0,182,86,2,180,4,4,266.9,0.0,0.0,90,1,19,308,2013,17,3,4
2013-03-17 06:00:00,0,85,93,1,200,3,3,266.23,0.0,0.0,90,8,10,687,2013,17,3,6
2013-03-17 07:00:00,0,167,87,3,210,5,5,265.6,0.0,0.0,1,0,27,970,2013,17,3,7
2013-03-17 10:00:00,0,222,87,3,260,3,3,265.97,0.0,0.0,1,0,27,3371,2013,17,3,10
2013-03-17 12:00:00,0,18,87,4,250,9,9,267.89,0.0,0.0,20,1,4,4238,2013,17,3,12
2013-03-17 13:00:00,0,12,76,2,280,5,5,268.52,0.0,0.0,75,1,2,4319,2013,17,3,13
2013-03-17 16:00:00,0,179,71,3,310,1,1,269.37,0.0,0.0,1,0,27,4272,2013,17,3,16
2013-03-17 18:00:00,0,156,76,3,260,2,2,268.61,0.0,0.0,1,0,27,3543,2013,17,3,18
2013-03-17 19:00:00,0,15,75,3,290,8,8,267.72,0.0,0.0,1,0,27,2880,2013,17,3,19
2013-03-17 21:00:00,0,180,75,4,250,5,5,265.36,0.0,0.0,1,0,27,2206,2013,17,3,21
2013-03-17 22:00:00,0,89,81,4,260,5,5,264.53,0.0,0.0,1,0,27,1729,2013,17,3,22
2013-03-18 00:00:00,0,233,80,2,250,7,7,262.65,0.0,0.0,1,0,27,593,2013,18,3,0
2013-03-18 03:00:00,0,52,80,2,250,6,6,260.54,0.0,0.0,1,0,27,308,2013,18,3,3
2013-03-18 04:00:00,0,254,80,1,257,5,5,260.15,0.0,0.0,1,0,27,822,2013,18,3,4
2013-03-18 06:00:00,0,59,75,3,280,4,4,259.24,0.0,0.0,1,0,27,3992,2013,18,3,6
2013-03-18 09:00:00,0,139,86,3,260,5,5,260.0,0.0,0.0,1,0,27,3804,2013,18,3,9
2013-03-18 10:00:00,0,261,86,3,260,4,4,262.06,0.0,0.0,1,0,27,2946,2013,18,3,10
2013-03-18 13:00:00,0,174,93,3,270,9,9,267.11,0.0,0.0,90,1,19,3803,2013,18,3,13
2013-03-18 15:00:00,0,110,93,5,280,8,8,269.48,0.0,0.0,90,1,19,4922,2013,18,3,15
2013-03-18 16:00:00,0,284,93,2,260,2,2,270.02,0.0,0.0,75,1,2,5339,2013,18,3,16
2013-03-18 18:00:00,0,78,80,3,250,3,3,270.24,0.0,0.0,75,1,2,3699,2013,18,3,18
2013-03-18 19:00:00,0,53,80,3,270,7,7,270.09,0.0,0.0,90,1,19,2661,2013,18,3,19
2013-03-18 21:00:00,0,159,100,4,260,3,3,269.69,0.0,0.0,90,1,19,1966,2013,18,3,21
2013-03-18 22:00:00,0,144,100,5,280,3,3,269.78,0.0,0.0,90,1,19,1346,2013,18,3,22
2013-03-19 00:00:00,0,227,100,4,270,2,2,270.08,0.0,0.0,90,1,19,494,2013,19,3,0
2013-03-19 01:00:00,0,157,86,5,280,9,9,270.37,0.0,0.0,90,1,19,317,2013,19,3,1
2013-03-19 03:00:00,0,135,75,7,290,4,4,270.89,0.0,0.0,90,1,19,320,2013,19,3,3
2013-03-19 04:00:00,0,258,64,7,313,2,2,270.93,0.0,0.0,90,8,10,734,2013,19,3,4
2013-03-19 06:00:00,0,63,55,10,310,4,4,270.4,0.0,0.0,90,8,30,5496,2013,19,3,6
2013-03-19 07:00:00,0,147,32,9,310,5,5,270.45,0.0,0.0,90,8,10,6574,2013,19,3,7
2013-03-19 09:00:00,0,292,47,7,300,7,7,270.8,0.0,0.0,90,8,10,5005,2013,19,3,9
2013-03-19 10:00:00,0,247,60,6,315,1,1,270.32,0.0,0.0,90,8,10,4304,2013,19,3,10
2013-03-19 12:00:00,0,126,62,6,300,3,3,267.84,0.0,0.0,90,8,10,4755,2013,19,3,12
2013-03-19 13:00:00,0,140,73,4,310,8,8,267.28,0.0,0.0,90,8,10,4802,2013,19,3,13
2013-03-19 15:00:00,0,276,73,5,300,3,3,266.3,0.0,0.0,90,8,10,5862,2013,19,3,15
2013-03-19 16:00:00,0,101,73,4,310,5,5,265.93,0.0,0.0,75,8,10,6416,2013,19,3,16
2013-03-19 18:00:00,0,86,73,5,300,4,4,265.14,0.0,0.0,90,8,10,4438,2013,19,3,18
2013-03-19 19:00:00,0,247,72,4,290,1,1,264.7,0.0,0.0,90,8,10,3463,2013,19,3,19
2013-03-19 21:00:00,0,261,72,4,290,8,8,263.68,0.0,0.0,90,8,10,2730,2013,19,3,21
2013-03-19 22:00:00,0,236,73,4,320,5,5,263.34,0.0,0.0,90,8,10,2212,2013,19,3,22
2013-03-19 23:00:00,0,150,62,3,290,7,7,262.72,0.0,0.0,90,1,19,2676,2013,19,3,23
2013-03-20 00:00:00,0,63,58,4,290,4,4,262.33,0.0,0.0,90,1,19,685,2013,20,3,0
2013-03-20 01:00:00,0,149,58,3,320,8,8,261.65,0.0,0.0,1,0,27,472,2013,20,3,1
2013-03-20 02:00:00,0,155,54,4,260,1,1,260.96,0.0,0.0,20,1,4,282,2013,20,3,2
2013-03-20 03:00:00,0,283,54,5,260,8,8,260.41,0.0,0.0,20,1,4,351,2013,20,3,3
2013-03-20 06:00:00,0,154,54,6,280,4,4,259.85,0.0,0.0,1,0,27,5067,2013,20,3,6
2013-03-20 07:00:00,0,176,54,5,260,7,7,259.33,0.0,0.0,1,0,27,6761,2013,20,3,7
2013-03-20 08:00:00,0,95,54,6,270,9,9,259.22,0.0,0.0,1,0,27,6010,2013,20,3,8
2013-03-20 09:00:00,0,150,58,4,270,4,4,259.84,0.0,0.0,1,0,27,5266,2013,20,3,9
2013-03-20 10:00:00,0,54,63,4,270,9,9,261.04,0.0,0.0,1,0,27,4438,2013,20,3,10
2013-03-20 11:00:00,0,137,73,4,270,1,1,262.44,0.0,0.0,1,0,27,4728,2013,20,3,11
2013-03-20 12:00:00,0,126,63,4,290,9,9,264.03,0.0,0.0,1,0,27,4814,2013,20,3,12
2013-03-20 13:00:00,0,156,68,3,280,1,1,265.33,0.0,0.0,1,0,27,4906,2013,20,3,13
2013-03-20 14:00:00,0,156,63,4,290,3,3,266.35,0.0,0.0,1,0,27,5470,2013,20,3,14
2013-03-20 15:00:00,0,30,73,3,270,7,7,267.39,0.0,0.0,1,0,27,5786,2013,20,3,15
2013-03-20 16:00:00,0,33,73,2,260,6,6,267.65,0.0,0.0,1,0,27,6608,2013,20,3,16
2013-03-20 17:00:00,0,167,73,3,280,3,3,267.42,0.0,0.0,75,1,2,6068,2013,20,3,17
2013-03-20 18:00:00,0,57,79,3,290,3,3,266.9,0.0,0.0,1,8,10,4529,2013,20,3,18
2013-03-20 19:00:00,0,119,85,1,290,2,2,265.87,0.0,0.0,1,8,10,3444,2013,20,3,19
2013-03-20 20:00:00,0,68,85,2,290,3,3,264.48,0.0,0.0,1,0,27,3080,2013,20,3,20
2013-03-20 21:00:00,0,26,92,2,290,1,1,263.29,0.0,0.0,1,0,27,2660,2013,20,3,21
2013-03-20 22:00:00,0,64,92,2,260,6,6,262.15,0.0,0.0,1,0,27,1727,2013,20,3,22
2013-03-20 23:00:00,0,146,85,3,270,2,2,261.42,0.0,0.0,1,0,27,1013,2013,20,3,23
2013-03-21 00:00:00,0,86,73,3,250,7,7,260.94,0.0,0.0,1,0,27,595,2013,21,3,0
2013-03-21 01:00:00,0,279,68,2,310,2,2,260.35,0.0,0.0,1,0,27,357,2013,21,3,1
2013-03-21 02:00:00,0,189,40,5,290,6,6,259.98,0.0,0.0,1,0,27,282,2013,21,3,2
2013-03-21 03:00:00,0,94,40,5,280,5,5,259.6,0.0,0.0,1,0,27,306,2013,21,3,3
2013-03-21 04:00:00,0,148,40,3,310,7,7,259.27,0.0,0.0,1,0,27,744,2013,21,3,4
2013-03-21 05:00:00,0,179,43,3,280,9,9,259.04,0.0,0.0,1,0,27,2581,2013,21,3,5
2013-03-21 06:00:00,0,251,37,3,340,3,3,258.68,0.0,0.0,1,0,27,5568,2013,21,3,6
2013-03-21 07:00:00,0,73,40,3,290,1,1,258.3,0.0,0.0,1,0,27,6847,2013,21,3,7
2013-03-21 08:00:00,0,249,37,2,280,3,3,258.33,0.0,0.0,1,4,7,6005,2013,21,3,8
2013-03-21 09:00:00,0,104,34,3,330,4,4,259.22,0.0,0.0,1,0,27,5023,2013,21,3,9
2013-03-21 10:00:00,0,155,40,3,320,8,8,261.0,0.0,0.0,1,0,27,4433,2013,21,3,10
2013-03-21 11:00:00,0,58,37,1,310,9,9,262.36,0.0,0.0,1,8,10,4949,2013,21,3,11
2013-03-21 12:00:00,0,154,50,1,280,4,4,263.64,0.0,0.0,1,8,10,5122,2013,21,3,12
2013-03-21 13:00:00,0,268,58,0,0,5,5,264.79,0.0,0.0,1,4,7,5211,2013,21,3,13
2013-03-21 14:00:00,0,168,63,0,0,8,8,265.97,0.0,0.0,1,0,27,5581,2013,21,3,14
2013-03-21 15:00:00,0,226,63,0,0,3,3,266.4,0.0,0.0,1,8,10,5836,2013,21,3,15
2013-03-21 16:00:00,0,26,79,0,0,9,9,266.77,0.0,0.0,1,0,27,6466,2013,21,3,16
2013-03-21 17:00:00,0,90,85,0,0,2,2,267.07,0.0,0.0,1,0,27,6246,2013,21,3,17
2013-03-21 18:00:00,0,193,85,0,0,8,8,266.89,0.0,0.0,1,0,27,4747,2013,21,3,18
2013-03-21 19:00:00,0,292,85,0,0,4,4,266.02,0.0,0.0,20,1,4,3553,2013,21,3,19
2013-03-21 20:00:00,0,80,73,0,0,8,8,264.84,0.0,0.0,1,0,27,3272,2013,21,3,20
2013-03-21 21:00:00,0,99,73,0,0,3,3,263.87,0.0,0.0,1,0,27,3066,2013,21,3,21
2013-03-21 22:00:00,0,206,68,0,0,6,6,263.0,0.0,0.0,1,0,27,3474,2013,21,3,22
2013-03-21 23:00:00,0,139,54,3,160,5,5,262.11,0.0,0.0,1,0,27,1432,2013,21,3,23
2013-03-22 00:00:00,0,89,54,4,150,4,4,261.31,0.0,0.0,1,0,27,789,2013,22,3,0
2013-03-22 01:00:00,0,212,50,2,140,2,2,260.66,0.0,0.0,1,0,27,435,2013,22,3,1
2013-03-22 02:00:00,0,240,44,4,150,2,2,259.8,0.0,0.0,1,0,27,374,2013,22,3,2
2013-03-22 03:00:00,0,96,41,4,160,1,1,259.39,0.0,0.0,1,0,27,360,2013,22,3,3
2013-03-22 04:00:00,0,236,44,5,160,3,3,258.59,0.0,0.0,1,0,27,673,2013,22,3,4
2013-03-22 05:00:00,0,15,45,6,140,9,9,258.12,0.0,0.0,1,0,27,2357,2013,22,3,5
2013-03-22 06:00:00,0,234,48,6,170,7,7,257.54,0.0,0.0,1,0,27,5183,2013,22,3,6
2013-03-22 07:00:00,0,155,52,5,160,8,8,257.0,0.0,0.0,1,0,27,6399,2013,22,3,7
2013-03-22 08:00:00,0,64,52,4,170,5,5,257.11,0.0,0.0,1,0,27,5560,2013,22,3,8
2013-03-22 09:00:00,0,76,52,5,170,6,6,259.24,0.0,0.0,1,0,27,4730,2013,22,3,9
2013-03-22 10:00:00,0,194,52,4,150,9,9,261.56,0.0,0.0,1,0,27,4814,2013,22,3,10
2013-03-22 11:00:00,0,156,52,4,160,5,5,264.66,0.0,0.0,1,0,27,5241,2013,22,3,11
2013-03-22 12:00:00,0,83,30,5,165,3,3,266.63,0.0,0.0,1,0,27,5460,2013,22,3,12
2013-03-22 13:00:00,0,148,60,7,170,5,5,267.64,0.0,0.0,1,0,27,5418,2013,22,3,13
2013-03-22 14:00:00,0,233,60,6,180,9,9,268.73,0.0,0.0,1,0,27,5807,2013,22,3,14
2013-03-22 15:00:00,0,241,52,5,200,2,2,269.62,0.0,0.0,1,0,27,5954,2013,22,3,15
2013-03-22 16:00:00,0,192,52,6,200,1,1,270.04,0.0,0.0,5,0,27,6497,2013,22,3,16
2013-03-22 17:00:00,0,105,52,6,200,4,4,270.29,0.0,0.0,1,0,27,6059,2013,22,3,17
2013-03-22 18:00:00,0,257,56,5,210,5,5,270.15,0.0,0.0,1,0,27,4762,2013,22,3,18
2013-03-22 19:00:00,0,141,56,6,220,6,6,269.53,0.0,0.0,1,0,27,3718,2013,22,3,19
2013-03-22 20:00:00,0,22,56,4,220,2,2,268.3,0.0,0.0,1,0,27,3123,2013,22,3,20
2013-03-22 21:00:00,0,79,56,3,240,1,1,267.03,0.0,0.0,1,0,27,4233,2013,22,3,21
2013-03-22 22:00:00,0,265,56,3,280,5,5,265.59,0.0,0.0,1,0,27,3226,2013,22,3,22
2013-03-22 23:00:00,0,197,75,6,320,5,5,264.41,0.0,0.0,1,0,27,1887,2013,22,3,23
2013-03-23 00:00:00,0,98,70,5,320,5,5,263.61,0.0,0.0,1,0,27,1266,2013,23,3,0
2013-03-23 01:00:00,0,163,65,5,320,4,4,263.01,0.0,0.0,1,0,27,798,2013,23,3,1
2013-03-23 02:00:00,0,159,56,4,310,1,1,262.56,0.0,0.0,1,0,27,580,2013,23,3,2
2013-03-23 03:00:00,0,141,48,5,320,8,8,262.16,0.0,0.0,1,0,27,436,2013,23,3,3
2013-03-23 04:00:00,0,153,42,4,320,3,3,261.18,0.0,0.0,1,0,27,394,2013,23,3,4
2013-03-23 05:00:00,0,256,42,5,320,6,6,261.08,0.0,0.0,1,0,27,734,2013,23,3,5
2013-03-23 06:00:00,0,72,42,5,310,9,9,260.22,0.0,0.0,1,0,27,1191,2013,23,3,6
2013-03-23 07:00:00,0,179,42,4,330,2,2,260.0,0.0,0.0,1,0,27,2004,2013,23,3,7
2013-03-23 08:00:00,0,245,39,6,300,1,1,259.96,0.0,0.0,1,0,27,2918,2013,23,3,8
2013-03-23 09:00:00,0,298,48,3,300,5,5,261.75,0.0,0.0,1,0,27,3763,2013,23,3,9
2013-03-23 10:00:00,0,132,51,4,290,8,8,264.87,0.0,0.0,1,0,27,4081,2013,23,3,10
2013-03-23 11:00:00,0,279,59,2,310,1,1,268.48,0.0,0.0,1,0,27,4531,2013,23,3,11
2013-03-23 12:00:00,0,17,59,3,310,7,7,270.91,0.0,0.0,1,0,27,4999,2013,23,3,12
2013-03-23 13:00:00,0,227,64,2,300,3,3,272.83,0.0,0.0,5,0,27,5000,2013,23,3,13
2013-03-23 14:00:00,0,183,64,2,310,8,8,273.81,0.0,0.0,1,0,27,4740,2013,23,3,14
2013-03-23 15:00:00,0,135,64,2,300,9,9,274.39,0.0,0.0,1,0,27,5505,2013,23,3,15
2013-03-23 16:00:00,0,58,59,4,340,5,5,274.75,0.0,0.0,1,0,27,6264,2013,23,3,16
2013-03-23 17:00:00,0,245,74,1,310,2,2,274.83,0.0,0.0,1,0,27,4678,2013,23,3,17
2013-03-23 18:00:00,0,265,79,2,350,5,5,274.49,0.0,0.0,1,0,27,4229,2013,23,3,18
2013-03-23 19:00:00,0,125,79,1,360,2,2,273.23,0.0,0.0,1,0,27,3613,2013,23,3,19
2013-03-23 20:00:00,0,288,71,5,254,6,6,271.87,0.0,0.0,75,1,2,3030,2013,23,3,20
2013-03-23 21:00:00,0,94,73,0,0,7,7,271.05,0.0,0.0,1,0,27,3386,2013,23,3,21
2013-03-23 22:00:00,0,129,73,2,30,7,7,270.48,0.0,0.0,1,0,27,4260,2013,23,3,22
2013-03-23 23:00:00,0,59,50,3,70,2,2,269.99,0.0,0.0,1,0,27,2077,2013,23,3,23
2013-03-24 00:00:00,0,173,50,4,80,9,9,269.72,0.0,0.0,1,0,27,1297,2013,24,3,0
2013-03-24 01:00:00,0,157,47,2,90,2,2,269.38,0.0,0.0,1,0,27,875,2013,24,3,1
2013-03-24 02:00:00,0,52,44,3,110,5,5,268.93,0.0,0.0,1,0,27,647,2013,24,3,2
2013-03-24 03:00:00,0,145,41,4,100,5,5,268.13,0.0,0.0,1,0,27,361,2013,24,3,3
2013-03-24 04:00:00,0,255,38,5,170,8,8,266.82,0.0,0.0,1,0,27,277,2013,24,3,4
2013-03-24 05:00:00,0,227,55,3,150,6,6,266.14,0.0,0.0,1,0,27,464,2013,24,3,5
