,date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,year,date,month,hour
2039,2012-12-16 03:00:00,0,173,78,5,360,3,3,275.71,0.0,0.0,90,5,17,307,2012,16,12,3
2040,2012-12-16 03:00:00,0,41,72,5,10,2,2,275.71,0.0,0.0,90,6,13,307,2012,16,12,3
2041,2012-12-16 03:00:00,0,207,78,4,360,9,9,275.71,0.0,0.0,90,4,7,307,2012,16,12,3
2042,2012-12-16 03:00:00,0,210,72,3,360,1,1,275.71,0.0,0.0,90,2,11,307,2012,16,12,3
2043,2012-12-16 04:00:00,0,116,72,4,360,3,3,275.34,0.0,0.0,90,5,17,271,2012,16,12,4
2044,2012-12-16 04:00:00,0,37,72,3,10,8,8,275.34,0.0,0.0,90,6,13,271,2012,16,12,4
2045,2012-12-16 04:00:00,0,296,67,4,340,8,8,275.34,0.0,0.0,90,2,11,271,2012,16,12,4
2046,2012-12-16 04:00:00,0,128,67,5,320,3,3,275.34,0.0,0.0,90,6,18,271,2012,16,12,4
2047,2012-12-16 05:00:00,0,40,67,6,320,5,5,275.16,0.0,0.0,90,6,18,455,2012,16,12,5
2048,2012-12-16 05:00:00,0,163,61,4,330,5,5,275.16,0.0,0.0,90,5,17,455,2012,16,12,5
2049,2012-12-16 05:00:00,0,269,52,5,350,1,1,275.16,0.0,0.0,90,6,13,455,2012,16,12,5
2050,2012-12-16 06:00:00,0,116,61,4,310,6,6,274.98,0.0,0.0,90,6,13,690,2012,16,12,6
2051,2012-12-16 06:00:00,0,260,66,2,330,4,4,274.98,0.0,0.0,90,5,17,690,2012,16,12,6
2052,2012-12-16 06:00:00,0,116,61,4,320,4,4,274.98,0.0,0.0,90,6,18,690,2012,16,12,6
2053,2012-12-16 07:00:00,0,126,66,4,310,3,3,274.89,0.0,0.0,90,6,13,964,2012,16,12,7
2054,2012-12-16 07:00:00,0,254,66,4,320,5,5,274.89,0.0,0.0,90,5,17,964,2012,16,12,7
2055,2012-12-16 07:00:00,0,88,71,4,320,5,5,274.89,0.0,0.0,90,2,11,964,2012,16,12,7
2056,2012-12-16 07:00:00,0,238,77,5,340,5,5,274.89,0.0,0.0,90,6,18,964,2012,16,12,7
2057,2012-12-16 08:00:00,0,32,71,5,340,8,8,274.94,0.0,0.0,90,6,13,1616,2012,16,12,8
2058,2012-12-16 08:00:00,0,206,71,5,350,5,5,274.94,0.0,0.0,90,5,17,1616,2012,16,12,8
2059,2012-12-16 08:00:00,0,197,77,2,340,4,4,274.94,0.0,0.0,90,6,18,1616,2012,16,12,8
2060,2012-12-16 08:00:00,0,226,77,3,340,5,5,274.94,0.0,0.0,90,2,11,1616,2012,16,12,8
2061,2012-12-16 09:00:00,0,256,84,2,310,8,8,275.03,0.0,0.0,90,6,13,2300,2012,16,12,9
2062,2012-12-16 09:00:00,0,163,84,3,320,1,1,275.03,0.0,0.0,90,5,17,2300,2012,16,12,9
2063,2012-12-16 09:00:00,0,204,84,3,320,8,8,275.03,0.0,0.0,90,6,18,2300,2012,16,12,9
2064,2012-12-16 09:00:00,0,125,84,3,330,1,1,275.03,0.0,0.0,90,2,11,2300,2012,16,12,9
2065,2012-12-16 09:00:00,0,205,84,3,330,2,2,275.03,0.0,0.0,90,2,3,2300,2012,16,12,9
2066,2012-12-16 10:00:00,0,64,84,3,320,7,7,275.26,0.0,0.0,90,6,13,3021,2012,16,12,10
2067,2012-12-16 10:00:00,0,184,77,2,340,6,6,275.26,0.0,0.0,90,5,17,3021,2012,16,12,10
2068,2012-12-16 10:00:00,0,153,77,2,320,1,1,275.26,0.0,0.0,90,2,11,3021,2012,16,12,10
2069,2012-12-16 10:00:00,0,226,77,1,320,1,1,275.26,0.0,0.0,90,2,3,3021,2012,16,12,10
2070,2012-12-16 11:00:00,0,266,77,0,315,3,3,275.49,0.0,0.0,90,6,13,3473,2012,16,12,11
2071,2012-12-16 11:00:00,0,136,71,1,290,5,5,275.49,0.0,0.0,90,5,17,3473,2012,16,12,11
2072,2012-12-16 11:00:00,0,182,71,1,240,7,7,275.49,0.0,0.0,90,2,11,3473,2012,16,12,11
2073,2012-12-16 12:00:00,0,103,71,2,280,4,4,275.49,0.0,0.0,90,6,13,3552,2012,16,12,12
2074,2012-12-16 12:00:00,0,228,66,3,310,1,1,275.49,0.0,0.0,90,5,17,3552,2012,16,12,12
2075,2012-12-16 12:00:00,0,61,65,3,330,6,6,275.49,0.0,0.0,90,2,11,3552,2012,16,12,12
2076,2012-12-16 13:00:00,0,28,71,2,310,8,8,275.34,0.0,0.0,90,2,11,3657,2012,16,12,13
2077,2012-12-16 13:00:00,0,246,71,2,310,8,8,275.34,0.0,0.0,90,5,17,3657,2012,16,12,13
2078,2012-12-16 13:00:00,0,180,71,3,320,2,2,275.34,0.0,0.0,90,6,13,3657,2012,16,12,13
2079,2012-12-16 14:00:00,0,284,71,2,320,3,3,275.44,0.0,0.0,90,2,11,3547,2012,16,12,14
2080,2012-12-16 14:00:00,0,169,71,3,350,1,1,275.44,0.0,0.0,90,5,17,3547,2012,16,12,14
2081,2012-12-16 14:00:00,0,249,71,0,0,9,9,275.44,0.0,0.0,90,6,13,3547,2012,16,12,14
2082,2012-12-16 14:00:00,0,74,71,0,315,4,4,275.44,0.0,0.0,90,2,3,3547,2012,16,12,14
2083,2012-12-16 15:00:00,0,226,77,2,350,7,7,275.17,0.0,0.0,90,2,11,3884,2012,16,12,15
2084,2012-12-16 15:00:00,0,56,77,0,0,7,7,275.17,0.0,0.0,90,5,17,3884,2012,16,12,15
2085,2012-12-16 15:00:00,0,83,71,2,360,2,2,275.17,0.0,0.0,90,6,13,3884,2012,16,12,15
2086,2012-12-16 16:00:00,0,173,71,1,10,4,4,275.22,0.0,0.0,90,5,17,4130,2012,16,12,16
2087,2012-12-16 16:00:00,0,207,71,0,0,8,8,275.22,0.0,0.0,90,6,13,4130,2012,16,12,16
2088,2012-12-16 16:00:00,0,157,71,2,350,1,1,275.22,0.0,0.0,90,3,5,4130,2012,16,12,16
2089,2012-12-16 16:00:00,0,95,77,2,360,6,6,275.22,0.0,0.0,90,2,3,4130,2012,16,12,16
2090,2012-12-16 17:00:00,0,18,77,3,360,6,6,274.98,0.0,0.0,90,5,17,3775,2012,16,12,17
2091,2012-12-16 17:00:00,0,262,77,2,360,7,7,274.98,0.0,0.0,90,3,5,3775,2012,16,12,17
2092,2012-12-16 17:00:00,0,241,77,1,20,5,5,274.98,0.0,0.0,90,2,3,3775,2012,16,12,17
2093,2012-12-16 17:00:00,0,256,78,2,40,6,6,274.98,0.0,0.0,90,6,13,3775,2012,16,12,17
2094,2012-12-16 18:00:00,0,10,61,1,0,9,9,274.85,0.0,0.0,90,2,11,3076,2012,16,12,18
2095,2012-12-16 18:00:00,0,276,56,2,40,5,5,274.85,0.0,0.0,90,5,17,3076,2012,16,12,18
2096,2012-12-16 18:00:00,0,114,52,1,0,3,3,274.85,0.0,0.0,90,3,5,3076,2012,16,12,18
2097,2012-12-16 18:00:00,0,243,48,2,20,3,3,274.85,0.0,0.0,90,6,13,3076,2012,16,12,18
2098,2012-12-16 19:00:00,0,266,52,3,30,2,2,274.52,0.0,0.0,90,6,13,2597,2012,16,12,19
2099,2012-12-16 19:00:00,0,90,56,1,10,4,4,274.52,0.0,0.0,90,3,5,2597,2012,16,12,19
2100,2012-12-16 19:00:00,0,132,61,2,20,6,6,274.52,0.0,0.0,90,5,17,2597,2012,16,12,19
2101,2012-12-16 19:00:00,0,181,66,1,10,5,5,274.52,0.0,0.0,90,2,3,2597,2012,16,12,19
2102,2012-12-16 19:00:00,0,282,66,2,10,5,5,274.52,0.0,0.0,90,8,10,2597,2012,16,12,19
2103,2012-12-16 20:00:00,0,256,66,2,20,1,1,274.33,0.0,0.0,90,6,13,2186,2012,16,12,20
2104,2012-12-16 20:00:00,0,203,72,1,0,5,5,274.33,0.0,0.0,90,5,17,2186,2012,16,12,20
2105,2012-12-16 20:00:00,0,121,72,1,0,3,3,274.33,0.0,0.0,90,8,10,2186,2012,16,12,20
2106,2012-12-16 21:00:00,0,32,78,0,0,3,3,274.09,0.0,0.0,90,2,11,1945,2012,16,12,21
2107,2012-12-16 21:00:00,0,211,72,0,0,6,6,274.09,0.0,0.0,90,5,17,1945,2012,16,12,21
2108,2012-12-16 21:00:00,0,115,78,2,10,2,2,274.09,0.0,0.0,90,6,13,1945,2012,16,12,21
2109,2012-12-16 21:00:00,0,103,84,2,10,7,7,274.09,0.0,0.0,90,8,10,1945,2012,16,12,21
2110,2012-12-16 21:00:00,0,34,84,0,0,1,1,274.09,0.0,0.0,90,8,30,1945,2012,16,12,21
2111,2012-12-16 22:00:00,0,154,85,0,0,9,9,273.67,0.0,0.0,90,6,13,1476,2012,16,12,22
2112,2012-12-16 22:00:00,0,28,85,0,0,9,9,273.67,0.0,0.0,90,5,17,1476,2012,16,12,22
2113,2012-12-16 22:00:00,0,219,85,0,0,9,9,273.67,0.0,0.0,90,8,10,1476,2012,16,12,22
2114,2012-12-16 23:00:00,0,91,78,0,0,8,8,273.57,0.0,0.0,90,8,10,929,2012,16,12,23
2115,2012-12-16 23:00:00,0,55,78,0,315,8,8,273.57,0.0,0.0,90,5,17,929,2012,16,12,23
2116,2012-12-16 23:00:00,0,44,85,0,0,8,8,273.57,0.0,0.0,90,6,13,929,2012,16,12,23
2117,2012-12-17 00:00:00,0,211,72,0,0,4,4,273.85,0.0,0.0,90,8,10,485,2012,17,12,0
2118,2012-12-17 00:00:00,0,32,75,0,0,1,1,273.85,0.0,0.0,90,5,17,485,2012,17,12,0
2119,2012-12-17 00:00:00,0,274,78,0,0,5,5,273.85,0.0,0.0,90,6,13,485,2012,17,12,0
2120,2012-12-17 01:00:00,0,196,73,2,90,2,2,273.98,0.0,0.0,90,8,10,306,2012,17,12,1
2121,2012-12-17 01:00:00,0,199,79,2,100,2,2,273.98,0.0,0.0,90,5,17,306,2012,17,12,1
2122,2012-12-17 02:00:00,0,249,85,3,70,1,1,274.07,0.0,0.0,90,5,17,250,2012,17,12,2
2123,2012-12-17 03:00:00,0,136,92,2,50,2,2,274.08,0.0,0.0,90,5,17,317,2012,17,12,3
2124,2012-12-17 04:00:00,0,120,85,2,70,7,7,274.23,0.0,0.0,90,5,17,801,2012,17,12,4
2125,2012-12-17 05:00:00,0,52,92,3,80,6,6,273.7,0.0,0.0,90,5,17,2543,2012,17,12,5
2126,2012-12-17 06:00:00,0,143,92,3,80,7,7,272.89,0.0,0.0,90,5,17,5665,2012,17,12,6
2127,2012-12-17 07:00:00,0,22,92,2,60,4,4,271.84,0.0,0.0,90,5,17,6520,2012,17,12,7
2128,2012-12-17 08:00:00,0,20,92,3,70,1,1,271.07,0.0,0.0,90,5,17,5663,2012,17,12,8
2129,2012-12-17 09:00:00,0,111,92,2,60,5,5,269.74,0.0,0.0,90,5,17,5053,2012,17,12,9
2130,2012-12-17 10:00:00,0,206,92,2,70,1,1,268.89,0.0,0.0,90,5,17,4384,2012,17,12,10
2131,2012-12-17 11:00:00,0,64,92,1,40,8,8,268.15,0.0,0.0,90,5,17,4589,2012,17,12,11
2132,2012-12-17 12:00:00,0,192,92,1,50,3,3,267.68,0.0,0.0,90,5,17,4814,2012,17,12,12
2133,2012-12-17 13:00:00,0,28,92,2,50,8,8,267.34,0.0,0.0,90,5,17,4994,2012,17,12,13
2134,2012-12-17 14:00:00,0,271,92,2,50,4,4,266.9,0.0,0.0,90,5,17,5122,2012,17,12,14
2135,2012-12-17 15:00:00,0,18,92,2,50,3,3,266.39,0.0,0.0,90,5,17,5694,2012,17,12,15
2136,2012-12-17 16:00:00,0,157,79,1,60,8,8,266.19,0.0,0.0,90,5,17,6195,2012,17,12,16
2137,2012-12-17 17:00:00,0,34,92,2,0,6,6,266.14,0.0,0.0,90,1,19,5590,2012,17,12,17
2138,2012-12-17 18:00:00,0,81,85,2,30,1,1,266.5,0.0,0.0,90,1,19,3996,2012,17,12,18
2139,2012-12-17 19:00:00,0,66,85,2,60,2,2,266.65,0.0,0.0,90,1,19,2953,2012,17,12,19
2140,2012-12-17 20:00:00,0,31,92,3,80,1,1,266.65,0.0,0.0,90,1,19,2391,2012,17,12,20
2141,2012-12-17 21:00:00,0,45,85,1,0,8,8,266.69,0.0,0.0,90,1,19,2018,2012,17,12,21
2142,2012-12-17 22:00:00,0,188,73,1,60,5,5,266.69,0.0,0.0,90,1,19,1385,2012,17,12,22
2143,2012-12-17 23:00:00,0,77,79,2,70,3,3,266.79,0.0,0.0,90,1,19,966,2012,17,12,23
2144,2012-12-18 00:00:00,0,10,73,2,20,7,7,266.92,0.0,0.0,90,1,19,511,2012,18,12,0
2145,2012-12-18 01:00:00,0,57,73,0,0,2,2,266.89,0.0,0.0,90,1,19,332,2012,18,12,1
2146,2012-12-18 02:00:00,0,161,73,2,350,4,4,266.99,0.0,0.0,90,1,19,248,2012,18,12,2
2147,2012-12-18 03:00:00,0,206,73,4,360,9,9,266.99,0.0,0.0,90,1,19,359,2012,18,12,3
2148,2012-12-18 04:00:00,0,67,85,2,360,2,2,266.9,0.0,0.0,90,1,19,812,2012,18,12,4
2149,2012-12-18 05:00:00,0,57,85,1,350,4,4,266.9,0.0,0.0,90,1,19,2528,2012,18,12,5
2150,2012-12-18 06:00:00,0,243,92,2,350,7,7,266.7,0.0,0.0,90,5,17,5814,2012,18,12,6
2151,2012-12-18 07:00:00,0,197,92,1,330,5,5,266.7,0.0,0.0,90,5,17,6656,2012,18,12,7
2152,2012-12-18 08:00:00,0,123,100,2,320,8,8,266.76,0.0,0.0,90,5,17,5843,2012,18,12,8
2153,2012-12-18 09:00:00,0,99,100,2,310,8,8,266.94,0.0,0.0,90,8,10,5303,2012,18,12,9
2154,2012-12-18 09:00:00,0,178,100,1,300,2,2,266.94,0.0,0.0,90,5,17,5303,2012,18,12,9
2155,2012-12-18 10:00:00,0,186,100,2,300,1,1,267.14,0.0,0.0,90,5,17,4918,2012,18,12,10
2156,2012-12-18 11:00:00,0,201,92,2,310,7,7,267.46,0.0,0.0,90,4,7,5198,2012,18,12,11
2157,2012-12-18 11:00:00,0,142,92,2,280,6,6,267.46,0.0,0.0,90,5,17,5198,2012,18,12,11
2158,2012-12-18 12:00:00,0,181,92,2,290,6,6,267.8,0.0,0.0,90,5,17,5316,2012,18,12,12
2159,2012-12-18 13:00:00,0,27,85,3,290,5,5,268.08,0.0,0.0,90,5,17,5433,2012,18,12,13
2160,2012-12-18 13:00:00,0,260,85,2,270,1,1,268.08,0.0,0.0,90,4,7,5433,2012,18,12,13
2161,2012-12-18 14:00:00,0,121,78,2,228,3,3,268.14,0.0,0.0,90,5,17,5785,2012,18,12,14
2162,2012-12-18 14:00:00,0,49,85,3,280,9,9,268.14,0.0,0.0,90,4,7,5785,2012,18,12,14
2163,2012-12-18 15:00:00,0,111,85,0,315,5,5,268.37,0.0,0.0,90,5,17,6120,2012,18,12,15
2164,2012-12-18 15:00:00,0,183,85,3,250,6,6,268.37,0.0,0.0,90,4,7,6120,2012,18,12,15
2165,2012-12-18 16:00:00,0,205,85,3,260,9,9,268.32,0.0,0.0,90,5,17,6493,2012,18,12,16
2166,2012-12-18 16:00:00,0,81,72,4,240,3,3,268.32,0.0,0.0,90,4,7,6493,2012,18,12,16
2167,2012-12-18 17:00:00,0,191,78,3,240,2,2,268.17,0.0,0.0,90,4,7,5915,2012,18,12,17
2168,2012-12-18 17:00:00,0,250,78,5,260,3,3,268.17,0.0,0.0,90,5,17,5915,2012,18,12,17
2169,2012-12-18 18:00:00,0,298,67,2,250,8,8,268.22,0.0,0.0,90,5,17,4570,2012,18,12,18
2170,2012-12-18 18:00:00,0,122,72,3,220,3,3,268.22,0.0,0.0,90,4,7,4570,2012,18,12,18
2171,2012-12-18 19:00:00,0,172,78,4,260,6,6,268.36,0.0,0.0,90,5,17,3467,2012,18,12,19
2172,2012-12-18 19:00:00,0,48,78,4,260,6,6,268.36,0.0,0.0,90,4,7,3467,2012,18,12,19
2173,2012-12-18 20:00:00,0,244,78,4,250,1,1,268.26,0.0,0.0,90,5,17,2855,2012,18,12,20
2174,2012-12-18 21:00:00,0,80,84,3,260,2,2,268.26,0.0,0.0,90,5,17,2549,2012,18,12,21
2175,2012-12-18 21:00:00,0,228,84,1,250,9,9,268.26,0.0,0.0,90,4,7,2549,2012,18,12,21
2176,2012-12-18 22:00:00,0,14,84,2,230,7,7,268.26,0.0,0.0,90,5,17,2137,2012,18,12,22
2177,2012-12-18 22:00:00,0,250,84,2,240,8,8,268.26,0.0,0.0,90,8,10,2137,2012,18,12,22
2178,2012-12-18 23:00:00,0,174,89,2,241,6,6,268.36,0.0,0.0,90,5,17,1295,2012,18,12,23
2179,2012-12-18 23:00:00,0,10,95,2,243,1,1,268.36,0.0,0.0,90,8,10,1295,2012,18,12,23
2180,2012-12-19 00:00:00,0,193,95,2,243,3,3,268.39,0.0,0.0,90,8,10,534,2012,19,12,0
2181,2012-12-19 00:00:00,0,17,91,0,0,3,3,268.39,0.0,0.0,90,5,17,534,2012,19,12,0
2182,2012-12-19 01:00:00,0,117,91,0,0,7,7,268.3,0.0,0.0,90,5,17,348,2012,19,12,1
2183,2012-12-19 01:00:00,0,194,91,1,170,1,1,268.3,0.0,0.0,90,8,10,348,2012,19,12,1
2184,2012-12-19 02:00:00,0,293,91,0,0,5,5,268.35,0.0,0.0,90,5,17,278,2012,19,12,2
2185,2012-12-19 02:00:00,0,163,91,2,120,9,9,268.35,0.0,0.0,90,8,10,278,2012,19,12,2
2186,2012-12-19 03:00:00,0,43,84,2,130,9,9,268.15,0.0,0.0,90,5,17,378,2012,19,12,3
2187,2012-12-19 03:00:00,0,31,91,2,130,7,7,268.15,0.0,0.0,90,8,10,378,2012,19,12,3
2188,2012-12-19 04:00:00,0,157,77,2,130,6,6,268.12,0.0,0.0,90,5,17,790,2012,19,12,4
2189,2012-12-19 04:00:00,0,160,78,2,130,8,8,268.12,0.0,0.0,90,8,10,790,2012,19,12,4
2190,2012-12-19 05:00:00,0,76,78,3,140,3,3,268.26,0.0,0.0,90,5,17,2526,2012,19,12,5
2191,2012-12-19 06:00:00,0,87,72,3,130,7,7,268.25,0.0,0.0,90,5,17,5796,2012,19,12,6
2192,2012-12-19 07:00:00,0,241,72,3,120,8,8,268.22,0.0,0.0,90,5,17,6803,2012,19,12,7
2193,2012-12-19 08:00:00,0,48,73,4,110,1,1,268.02,0.0,0.0,90,5,17,5779,2012,19,12,8
2194,2012-12-19 09:00:00,0,174,73,2,100,9,9,267.89,0.0,0.0,90,5,17,5318,2012,19,12,9
2195,2012-12-19 09:00:00,0,108,85,0,0,8,8,267.89,0.0,0.0,90,8,10,5318,2012,19,12,9
2196,2012-12-19 09:00:00,0,138,73,2,140,1,1,267.89,0.0,0.0,90,3,5,5318,2012,19,12,9
2197,2012-12-19 10:00:00,0,28,73,2,170,7,7,268.08,0.0,0.0,90,5,17,4869,2012,19,12,10
2198,2012-12-19 10:00:00,0,280,73,2,220,4,4,268.08,0.0,0.0,90,3,5,4869,2012,19,12,10
2199,2012-12-19 11:00:00,0,10,79,2,220,8,8,268.55,0.0,0.0,90,5,17,4999,2012,19,12,11
2200,2012-12-19 12:00:00,0,296,85,4,260,3,3,268.88,0.0,0.0,90,5,17,5104,2012,19,12,12
2201,2012-12-19 13:00:00,0,189,85,4,290,1,1,269.25,0.0,0.0,90,4,7,5084,2012,19,12,13
2202,2012-12-19 13:00:00,0,265,85,2,312,2,2,269.25,0.0,0.0,90,5,17,5084,2012,19,12,13
2203,2012-12-19 14:00:00,0,183,78,6,310,8,8,269.13,0.0,0.0,90,4,7,5634,2012,19,12,14
2204,2012-12-19 14:00:00,0,59,78,5,300,2,2,269.13,0.0,0.0,90,5,17,5634,2012,19,12,14
2205,2012-12-19 15:00:00,0,29,85,5,300,5,5,269.2,0.0,0.0,90,4,7,5912,2012,19,12,15
2206,2012-12-19 15:00:00,0,114,78,5,300,2,2,269.2,0.0,0.0,90,5,17,5912,2012,19,12,15
2207,2012-12-19 16:00:00,0,199,72,5,320,7,7,269.2,0.0,0.0,90,4,7,6135,2012,19,12,16
2208,2012-12-19 16:00:00,0,248,78,3,260,1,1,269.2,0.0,0.0,90,5,17,6135,2012,19,12,16
2209,2012-12-19 17:00:00,0,52,85,3,270,4,4,269.21,0.0,0.0,90,4,7,5784,2012,19,12,17
2210,2012-12-19 17:00:00,0,14,84,3,290,4,4,269.21,0.0,0.0,90,5,17,5784,2012,19,12,17
2211,2012-12-19 18:00:00,0,257,72,5,310,4,4,269.16,0.0,0.0,90,4,7,4553,2012,19,12,18
2212,2012-12-19 18:00:00,0,75,66,6,320,5,5,269.16,0.0,0.0,90,5,17,4553,2012,19,12,18
2213,2012-12-19 19:00:00,0,260,66,4,300,8,8,269.21,0.0,0.0,90,4,7,3353,2012,19,12,19
2214,2012-12-19 19:00:00,0,137,56,4,340,9,9,269.21,0.0,0.0,90,5,17,3353,2012,19,12,19
2215,2012-12-19 20:00:00,0,194,56,5,320,6,6,269.35,0.0,0.0,90,4,7,2883,2012,19,12,20
2216,2012-12-19 20:00:00,0,197,56,3,290,2,2,269.35,0.0,0.0,90,5,17,2883,2012,19,12,20
2217,2012-12-19 21:00:00,0,192,56,4,330,3,3,269.58,0.0,0.0,90,5,17,2591,2012,19,12,21
2218,2012-12-19 21:00:00,0,80,60,5,290,4,4,269.58,0.0,0.0,90,4,7,2591,2012,19,12,21
2219,2012-12-19 21:00:00,0,75,60,4,310,6,6,269.58,0.0,0.0,90,8,10,2591,2012,19,12,21
2220,2012-12-19 22:00:00,0,259,65,5,320,2,2,269.95,0.0,0.0,90,4,7,2004,2012,19,12,22
2221,2012-12-19 22:00:00,0,164,65,2,300,7,7,269.95,0.0,0.0,90,5,17,2004,2012,19,12,22
2222,2012-12-19 23:00:00,0,88,65,2,330,1,1,270.09,0.0,0.0,90,8,10,1113,2012,19,12,23
2223,2012-12-19 23:00:00,0,28,65,2,330,7,7,270.09,0.0,0.0,90,5,17,1113,2012,19,12,23
2224,2012-12-20 00:00:00,0,278,77,1,300,3,3,270.56,0.0,0.0,90,5,17,641,2012,20,12,0
2225,2012-12-20 01:00:00,0,54,77,0,0,2,2,271.06,0.0,0.0,90,5,17,419,2012,20,12,1
2226,2012-12-20 02:00:00,0,271,77,1,290,4,4,271.44,0.0,0.0,90,5,17,281,2012,20,12,2
2227,2012-12-20 03:00:00,0,231,77,1,290,6,6,271.57,0.0,0.0,90,5,17,391,2012,20,12,3
2228,2012-12-20 04:00:00,0,138,84,1,290,7,7,271.43,0.0,0.0,90,5,17,837,2012,20,12,4
2229,2012-12-20 05:00:00,0,115,77,1,290,8,8,271.34,0.0,0.0,90,1,19,2489,2012,20,12,5
2230,2012-12-20 06:00:00,0,260,77,1,210,6,6,270.61,0.0,0.0,90,5,17,5277,2012,20,12,6
2231,2012-12-20 07:00:00,0,130,77,0,0,4,4,270.28,0.0,0.0,90,5,17,5631,2012,20,12,7
2232,2012-12-20 08:00:00,0,239,83,1,210,4,4,270.17,0.0,0.0,90,5,17,5444,2012,20,12,8
2233,2012-12-20 08:00:00,0,290,83,2,210,9,9,270.17,0.0,0.0,90,4,7,5444,2012,20,12,8
2234,2012-12-20 09:00:00,0,236,83,0,0,3,3,269.74,0.0,0.0,75,5,17,4803,2012,20,12,9
2235,2012-12-20 09:00:00,0,284,91,1,190,3,3,269.74,0.0,0.0,75,4,7,4803,2012,20,12,9
2236,2012-12-20 10:00:00,0,147,84,1,180,6,6,270.01,0.0,0.0,90,5,17,4500,2012,20,12,10
2237,2012-12-20 11:00:00,0,182,84,0,0,7,7,270.62,0.0,0.0,90,4,7,4785,2012,20,12,11
2238,2012-12-20 11:00:00,0,280,71,2,200,8,8,270.62,0.0,0.0,90,5,17,4785,2012,20,12,11
2239,2012-12-20 12:00:00,0,224,65,2,200,8,8,271.41,0.0,0.0,75,5,17,4800,2012,20,12,12
2240,2012-12-20 13:00:00,0,237,66,3,210,9,9,273.0,0.0,0.0,78,1,2,5007,2012,20,12,13
2241,2012-12-20 15:00:00,0,116,78,4,230,2,2,272.43,0.0,0.0,75,4,7,5632,2012,20,12,15
2242,2012-12-20 16:00:00,0,168,78,2,220,7,7,271.6,0.0,0.0,90,5,17,6333,2012,20,12,16
2243,2012-12-20 17:00:00,0,145,85,2,210,9,9,271.09,0.0,0.0,90,5,17,5831,2012,20,12,17
2244,2012-12-20 18:00:00,0,260,78,1,0,3,3,270.9,0.0,0.0,90,1,19,4279,2012,20,12,18
2245,2012-12-20 19:00:00,0,39,78,2,210,7,7,270.72,0.0,0.0,90,5,17,3270,2012,20,12,19
2246,2012-12-20 20:00:00,0,107,85,2,200,4,4,270.89,0.0,0.0,90,1,19,2677,2012,20,12,20
2247,2012-12-20 21:00:00,0,106,85,2,220,5,5,270.52,0.0,0.0,90,8,10,2458,2012,20,12,21
2248,2012-12-20 21:00:00,0,266,85,2,190,7,7,270.52,0.0,0.0,90,5,17,2458,2012,20,12,21
2249,2012-12-20 22:00:00,0,281,85,3,190,3,3,269.79,0.0,0.0,90,8,10,2208,2012,20,12,22
2250,2012-12-20 22:00:00,0,20,91,3,200,1,1,269.79,0.0,0.0,90,5,17,2208,2012,20,12,22
2251,2012-12-20 23:00:00,0,177,98,3,210,7,7,269.49,0.0,0.0,90,1,19,1244,2012,20,12,23
2252,2012-12-21 00:00:00,0,220,98,3,210,8,8,268.92,0.0,0.0,90,1,19,737,2012,21,12,0
2253,2012-12-21 01:00:00,0,181,98,3,210,6,6,268.41,0.0,0.0,90,8,10,436,2012,21,12,1
2254,2012-12-21 01:00:00,0,129,98,3,210,9,9,268.41,0.0,0.0,90,4,7,436,2012,21,12,1
2255,2012-12-21 02:00:00,0,194,98,3,210,6,6,267.99,0.0,0.0,90,8,10,318,2012,21,12,2
2256,2012-12-21 02:00:00,0,48,98,3,210,8,8,267.99,0.0,0.0,90,5,17,318,2012,21,12,2
2257,2012-12-21 03:00:00,0,266,96,2,209,1,1,267.65,0.0,0.0,90,8,10,386,2012,21,12,3
2258,2012-12-21 03:00:00,0,288,88,3,258,9,9,267.65,0.0,0.0,90,5,17,386,2012,21,12,3
2259,2012-12-21 04:00:00,0,239,92,3,220,5,5,267.56,0.0,0.0,90,8,10,739,2012,21,12,4
2260,2012-12-21 04:00:00,0,124,92,2,170,8,8,267.56,0.0,0.0,90,5,17,739,2012,21,12,4
2261,2012-12-21 04:00:00,0,100,92,2,170,1,1,267.56,0.0,0.0,90,4,7,739,2012,21,12,4
2262,2012-12-21 05:00:00,0,70,85,2,180,4,4,267.56,0.0,0.0,90,8,10,2242,2012,21,12,5
2263,2012-12-21 05:00:00,0,112,85,2,170,1,1,267.56,0.0,0.0,90,5,17,2242,2012,21,12,5
2264,2012-12-21 05:00:00,0,224,92,2,170,2,2,267.56,0.0,0.0,90,4,7,2242,2012,21,12,5
2265,2012-12-21 06:00:00,0,111,85,2,140,7,7,267.33,0.0,0.0,90,8,10,5014,2012,21,12,6
2266,2012-12-21 06:00:00,0,152,85,1,140,5,5,267.33,0.0,0.0,90,5,17,5014,2012,21,12,6
2267,2012-12-21 07:00:00,0,99,78,2,170,6,6,267.31,0.0,0.0,90,8,10,5982,2012,21,12,7
2268,2012-12-21 07:00:00,0,127,85,1,0,7,7,267.31,0.0,0.0,90,5,17,5982,2012,21,12,7
2269,2012-12-21 08:00:00,0,148,92,1,0,1,1,267.45,0.0,0.0,90,8,10,5315,2012,21,12,8
2270,2012-12-21 08:00:00,0,249,92,2,210,1,1,267.45,0.0,0.0,90,5,17,5315,2012,21,12,8
